"category","sub_category","Measure Names","segment","region","ship_mode","Measure Values"
"Furniture","Furnishings","number_of_records","Consumer","West","Second Class",27
"Furniture","Furnishings","profit","Consumer","West","Second Class",630
"Furniture","Furnishings","profit_ratio","Consumer","West","Second Class",8.92
"Furniture","Furnishings","quantity","Consumer","West","Second Class",102
"Furniture","Furnishings","sales","Consumer","West","Second Class",2134
"Furniture","Furnishings","discount","Consumer","West","Standard Class",3.4000000000000004
"Furniture","Furnishings","number_of_records","Consumer","West","Standard Class",109
"Furniture","Furnishings","profit","Consumer","West","Standard Class",3236
"Furniture","Furnishings","profit_ratio","Consumer","West","Standard Class",33.59
"Furniture","Furnishings","quantity","Consumer","West","Standard Class",447
"Furniture","Furnishings","sales","Consumer","West","Standard Class",11700
"Furniture","Furnishings","discount","Corporate","Central","First Class",4.2
"Furniture","Furnishings","number_of_records","Corporate","Central","First Class",8
"Furniture","Furnishings","profit","Corporate","Central","First Class",-178
"Furniture","Furnishings","profit_ratio","Corporate","Central","First Class",-3.15
"Furniture","Furnishings","quantity","Corporate","Central","First Class",31
"Furniture","Furnishings","sales","Corporate","Central","First Class",340
"Furniture","Furnishings","discount","Corporate","Central","Same Day",0
"Furniture","Furnishings","number_of_records","Corporate","Central","Same Day",1
"Furniture","Furnishings","profit","Corporate","Central","Same Day",3
"Furniture","Furnishings","profit_ratio","Corporate","Central","Same Day",0.47
"Furniture","Furnishings","quantity","Corporate","Central","Same Day",2
"Furniture","Furnishings","sales","Corporate","Central","Same Day",6
"Furniture","Furnishings","discount","Corporate","Central","Second Class",4.8
"Furniture","Furnishings","number_of_records","Corporate","Central","Second Class",10
"Furniture","Furnishings","profit","Corporate","Central","Second Class",-526
"Furniture","Furnishings","profit_ratio","Corporate","Central","Second Class",-4.96
"Furniture","Furnishings","quantity","Corporate","Central","Second Class",37
"Furniture","Furnishings","sales","Corporate","Central","Second Class",650
"Furniture","Furnishings","discount","Corporate","Central","Standard Class",14.399999999999999
"Furniture","Furnishings","number_of_records","Corporate","Central","Standard Class",39
"Furniture","Furnishings","profit","Corporate","Central","Standard Class",-507
"Furniture","Furnishings","profit_ratio","Corporate","Central","Standard Class",-9.54
"Furniture","Furnishings","quantity","Corporate","Central","Standard Class",154
"Furniture","Furnishings","sales","Corporate","Central","Standard Class",2150
"Furniture","Furnishings","discount","Corporate","East","First Class",1.6
"Furniture","Furnishings","number_of_records","Corporate","East","First Class",14
"Furniture","Furnishings","profit","Corporate","East","First Class",395
"Furniture","Furnishings","profit_ratio","Corporate","East","First Class",3.32
"Furniture","Furnishings","quantity","Corporate","East","First Class",59
"Furniture","Furnishings","sales","Corporate","East","First Class",1680
"Furniture","Furnishings","discount","Corporate","East","Same Day",0.4
"Furniture","Furnishings","number_of_records","Corporate","East","Same Day",4
"Furniture","Furnishings","profit","Corporate","East","Same Day",97
"Furniture","Furnishings","profit_ratio","Corporate","East","Same Day",0.96
"Furniture","Furnishings","quantity","Corporate","East","Same Day",17
"Furniture","Furnishings","sales","Corporate","East","Same Day",853
"Furniture","Furnishings","discount","Corporate","East","Second Class",1.2000000000000002
"Furniture","Furnishings","number_of_records","Corporate","East","Second Class",20
"Furniture","Furnishings","profit","Corporate","East","Second Class",454
"Furniture","Furnishings","profit_ratio","Corporate","East","Second Class",5.2299999999999995
"Furniture","Furnishings","quantity","Corporate","East","Second Class",57
"Furniture","Furnishings","sales","Corporate","East","Second Class",1984
"Furniture","Furnishings","discount","Corporate","East","Standard Class",2.8000000000000003
"Furniture","Furnishings","number_of_records","Corporate","East","Standard Class",61
"Furniture","Furnishings","profit","Corporate","East","Standard Class",1011
"Furniture","Furnishings","profit_ratio","Corporate","East","Standard Class",16.7
"Furniture","Furnishings","quantity","Corporate","East","Standard Class",208
"Furniture","Furnishings","sales","Corporate","East","Standard Class",5463
"Furniture","Furnishings","discount","Corporate","South","First Class",1.6
"Furniture","Furnishings","number_of_records","Corporate","South","First Class",10
"Furniture","Furnishings","profit","Corporate","South","First Class",123
"Furniture","Furnishings","profit_ratio","Corporate","South","First Class",2.18
"Furniture","Furnishings","quantity","Corporate","South","First Class",35
"Furniture","Furnishings","sales","Corporate","South","First Class",677
"Furniture","Furnishings","discount","Corporate","South","Same Day",0.4
"Furniture","Furnishings","number_of_records","Corporate","South","Same Day",2
"Furniture","Furnishings","profit","Corporate","South","Same Day",1
"Furniture","Furnishings","profit_ratio","Corporate","South","Same Day",0.12
"Furniture","Furnishings","quantity","Corporate","South","Same Day",5
"Furniture","Furnishings","sales","Corporate","South","Same Day",72
"Furniture","Furnishings","discount","Corporate","South","Second Class",0.6000000000000001
"Furniture","Furnishings","number_of_records","Corporate","South","Second Class",6
"Furniture","Furnishings","profit","Corporate","South","Second Class",89
"Furniture","Furnishings","profit_ratio","Corporate","South","Second Class",1.25
"Furniture","Furnishings","quantity","Corporate","South","Second Class",22
"Furniture","Furnishings","sales","Corporate","South","Second Class",527
"Furniture","Furnishings","discount","Corporate","South","Standard Class",4.4
"Furniture","Furnishings","number_of_records","Corporate","South","Standard Class",36
"Furniture","Furnishings","profit","Corporate","South","Standard Class",873
"Furniture","Furnishings","profit_ratio","Corporate","South","Standard Class",9.08
"Furniture","Furnishings","quantity","Corporate","South","Standard Class",152
"Furniture","Furnishings","sales","Corporate","South","Standard Class",3227
"Furniture","Furnishings","discount","Corporate","West","First Class",0.6000000000000001
"Furniture","Furnishings","number_of_records","Corporate","West","First Class",13
"Furniture","Furnishings","profit","Corporate","West","First Class",302
"Furniture","Furnishings","profit_ratio","Corporate","West","First Class",3.42
"Furniture","Furnishings","quantity","Corporate","West","First Class",61
"Furniture","Furnishings","sales","Corporate","West","First Class",1384
"Furniture","Furnishings","discount","Corporate","West","Same Day",0
"Furniture","Furnishings","number_of_records","Corporate","West","Same Day",4
"Furniture","Furnishings","profit","Corporate","West","Same Day",46
"Furniture","Furnishings","profit_ratio","Corporate","West","Same Day",1.32
"Furniture","Furnishings","quantity","Corporate","West","Same Day",15
"Furniture","Furnishings","sales","Corporate","West","Same Day",135
"Furniture","Furnishings","discount","Corporate","West","Second Class",0.6000000000000001
"Furniture","Furnishings","number_of_records","Corporate","West","Second Class",17
"Furniture","Furnishings","profit","Corporate","West","Second Class",401
"Furniture","Furnishings","profit_ratio","Corporate","West","Second Class",5.26
"Furniture","Furnishings","quantity","Corporate","West","Second Class",59
"Furniture","Furnishings","sales","Corporate","West","Second Class",1384
"Furniture","Furnishings","discount","Corporate","West","Standard Class",1.8
"Furniture","Furnishings","number_of_records","Corporate","West","Standard Class",43
"Furniture","Furnishings","profit","Corporate","West","Standard Class",924
"Furniture","Furnishings","profit_ratio","Corporate","West","Standard Class",12.5
"Furniture","Furnishings","quantity","Corporate","West","Standard Class",172
"Furniture","Furnishings","sales","Corporate","West","Standard Class",4465
"Furniture","Furnishings","discount","Home Office","Central","First Class",1.2
"Furniture","Furnishings","number_of_records","Home Office","Central","First Class",3
"Furniture","Furnishings","profit","Home Office","Central","First Class",-73
"Furniture","Furnishings","profit_ratio","Home Office","Central","First Class",-1.46
"Furniture","Furnishings","quantity","Home Office","Central","First Class",9
"Furniture","Furnishings","sales","Home Office","Central","First Class",124
"Furniture","Furnishings","discount","Home Office","Central","Same Day",0
"Furniture","Furnishings","number_of_records","Home Office","Central","Same Day",1
"Furniture","Furnishings","profit","Home Office","Central","Same Day",7
"Furniture","Furnishings","profit_ratio","Home Office","Central","Same Day",0.44
"Furniture","Furnishings","quantity","Home Office","Central","Same Day",2
"Furniture","Furnishings","sales","Home Office","Central","Same Day",16
"Furniture","Furnishings","discount","Home Office","Central","Second Class",5.3999999999999995
"Furniture","Furnishings","number_of_records","Home Office","Central","Second Class",11
"Furniture","Furnishings","profit","Home Office","Central","Second Class",-378
"Furniture","Furnishings","profit_ratio","Home Office","Central","Second Class",-6.14
"Furniture","Furnishings","quantity","Home Office","Central","Second Class",43
"Furniture","Furnishings","sales","Home Office","Central","Second Class",732
"Furniture","Furnishings","discount","Home Office","Central","Standard Class",8.4
"Furniture","Furnishings","number_of_records","Home Office","Central","Standard Class",24
"Furniture","Furnishings","profit","Home Office","Central","Standard Class",-796
"Furniture","Furnishings","profit_ratio","Home Office","Central","Standard Class",-8.4
"Furniture","Furnishings","quantity","Home Office","Central","Standard Class",81
"Furniture","Furnishings","sales","Home Office","Central","Standard Class",1740
"Furniture","Furnishings","discount","Home Office","East","First Class",0.8
"Furniture","Furnishings","number_of_records","Home Office","East","First Class",5
"Furniture","Furnishings","profit","Home Office","East","First Class",50
"Furniture","Furnishings","profit_ratio","Home Office","East","First Class",1.24
"Furniture","Furnishings","quantity","Home Office","East","First Class",18
"Furniture","Furnishings","sales","Home Office","East","First Class",188
"Furniture","Furnishings","discount","Home Office","East","Same Day",0.4
"Furniture","Furnishings","number_of_records","Home Office","East","Same Day",3
"Furniture","Furnishings","profit","Home Office","East","Same Day",31
"Furniture","Furnishings","profit_ratio","Home Office","East","Same Day",0.8300000000000001
"Furniture","Furnishings","quantity","Home Office","East","Same Day",10
"Furniture","Furnishings","sales","Home Office","East","Same Day",136
"Furniture","Furnishings","discount","Home Office","East","Second Class",0.2
"Furniture","Furnishings","number_of_records","Home Office","East","Second Class",7
"Furniture","Furnishings","profit","Home Office","East","Second Class",111
"Furniture","Furnishings","profit_ratio","Home Office","East","Second Class",1.9300000000000002
"Furniture","Furnishings","quantity","Home Office","East","Second Class",25
"Furniture","Furnishings","sales","Home Office","East","Second Class",404
"Furniture","Furnishings","discount","Home Office","East","Standard Class",3
"Furniture","Furnishings","number_of_records","Home Office","East","Standard Class",32
"Furniture","Furnishings","profit","Home Office","East","Standard Class",715
"Furniture","Furnishings","profit_ratio","Home Office","East","Standard Class",7.81
"Furniture","Furnishings","quantity","Home Office","East","Standard Class",140
"Furniture","Furnishings","sales","Home Office","East","Standard Class",5183
"Furniture","Furnishings","discount","Home Office","South","First Class",0.6000000000000001
"Furniture","Furnishings","number_of_records","Home Office","South","First Class",3
"Furniture","Furnishings","profit","Home Office","South","First Class",9
"Furniture","Furnishings","profit_ratio","Home Office","South","First Class",0.5700000000000001
"Furniture","Furnishings","quantity","Home Office","South","First Class",5
"Furniture","Furnishings","sales","Home Office","South","First Class",42
"Furniture","Furnishings","discount","Home Office","South","Same Day",0
"Furniture","Furnishings","number_of_records","Home Office","South","Same Day",1
"Furniture","Furnishings","profit","Home Office","South","Same Day",7
"Furniture","Furnishings","profit_ratio","Home Office","South","Same Day",0.38
"Furniture","Furnishings","quantity","Home Office","South","Same Day",3
"Furniture","Furnishings","sales","Home Office","South","Same Day",19
"Furniture","Furnishings","discount","Home Office","South","Second Class",0.2
"Furniture","Furnishings","number_of_records","Home Office","South","Second Class",4
"Furniture","Furnishings","profit","Home Office","South","Second Class",46
"Furniture","Furnishings","profit_ratio","Home Office","South","Second Class",1.43
"Furniture","Furnishings","quantity","Home Office","South","Second Class",19
"Furniture","Furnishings","sales","Home Office","South","Second Class",135
"Furniture","Furnishings","discount","Home Office","South","Standard Class",1.4000000000000001
"Furniture","Furnishings","number_of_records","Home Office","South","Standard Class",22
"Furniture","Furnishings","profit","Home Office","South","Standard Class",334
"Furniture","Furnishings","profit_ratio","Home Office","South","Standard Class",5.83
"Furniture","Furnishings","quantity","Home Office","South","Standard Class",78
"Furniture","Furnishings","sales","Home Office","South","Standard Class",1738
"Furniture","Furnishings","discount","Home Office","West","First Class",0.4
"Furniture","Furnishings","number_of_records","Home Office","West","First Class",10
"Furniture","Furnishings","profit","Home Office","West","First Class",239
"Furniture","Furnishings","profit_ratio","Home Office","West","First Class",3.01
"Furniture","Furnishings","quantity","Home Office","West","First Class",35
"Furniture","Furnishings","sales","Home Office","West","First Class",828
"Furniture","Furnishings","discount","Home Office","West","Same Day",0.2
"Furniture","Furnishings","number_of_records","Home Office","West","Same Day",4
"Furniture","Furnishings","profit","Home Office","West","Same Day",82
"Furniture","Furnishings","profit_ratio","Home Office","West","Same Day",0.75
"Furniture","Furnishings","quantity","Home Office","West","Same Day",13
"Furniture","Furnishings","sales","Home Office","West","Same Day",359
"Furniture","Furnishings","discount","Home Office","West","Second Class",0
"Furniture","Furnishings","number_of_records","Home Office","West","Second Class",10
"Furniture","Furnishings","profit","Home Office","West","Second Class",345
"Furniture","Furnishings","profit_ratio","Home Office","West","Second Class",3.07
"Furniture","Furnishings","quantity","Home Office","West","Second Class",36
"Furniture","Furnishings","sales","Home Office","West","Second Class",1416
"Furniture","Furnishings","discount","Home Office","West","Standard Class",1.6
"Furniture","Furnishings","number_of_records","Home Office","West","Standard Class",35
"Furniture","Furnishings","profit","Home Office","West","Standard Class",912
"Furniture","Furnishings","profit_ratio","Home Office","West","Standard Class",9.89
"Furniture","Furnishings","quantity","Home Office","West","Standard Class",126
"Furniture","Furnishings","sales","Home Office","West","Standard Class",4032
"Furniture","Tables","discount","Consumer","Central","First Class",1.1
"Furniture","Tables","number_of_records","Consumer","Central","First Class",4
"Furniture","Tables","profit","Consumer","Central","First Class",-226
"Furniture","Tables","profit_ratio","Consumer","Central","First Class",-0.72
"Furniture","Tables","quantity","Consumer","Central","First Class",14
"Furniture","Tables","sales","Consumer","Central","First Class",1528
"Furniture","Tables","discount","Consumer","Central","Same Day",0.3
"Furniture","Tables","number_of_records","Consumer","Central","Same Day",2
"Furniture","Tables","profit","Consumer","Central","Same Day",-13
"Furniture","Tables","profit_ratio","Consumer","Central","Same Day",-0.05000000000000002
"Furniture","Tables","quantity","Consumer","Central","Same Day",4
"Furniture","Tables","sales","Consumer","Central","Same Day",500
"Furniture","Tables","discount","Consumer","Central","Second Class",2.7
"Furniture","Tables","number_of_records","Consumer","Central","Second Class",7
"Furniture","Tables","profit","Consumer","Central","Second Class",-1330
"Furniture","Tables","profit_ratio","Consumer","Central","Second Class",-2.96
"Furniture","Tables","quantity","Consumer","Central","Second Class",32
"Furniture","Tables","sales","Consumer","Central","Second Class",3572
"Furniture","Tables","discount","Consumer","Central","Standard Class",9
"Furniture","Tables","number_of_records","Consumer","Central","Standard Class",29
"Furniture","Tables","profit","Consumer","Central","Standard Class",-2393
"Furniture","Tables","profit_ratio","Consumer","Central","Standard Class",-6.9
"Furniture","Tables","quantity","Consumer","Central","Standard Class",101
"Furniture","Tables","sales","Consumer","Central","Standard Class",15233
"Furniture","Tables","discount","Consumer","East","First Class",1.5
"Furniture","Tables","number_of_records","Consumer","East","First Class",4
"Furniture","Tables","profit","Consumer","East","First Class",-476
"Furniture","Tables","profit_ratio","Consumer","East","First Class",-1.17
"Furniture","Tables","quantity","Consumer","East","First Class",17
"Furniture","Tables","sales","Consumer","East","First Class",1743
"Furniture","Tables","discount","Consumer","East","Same Day",2.2
"Furniture","Tables","number_of_records","Consumer","East","Same Day",6
"Furniture","Tables","profit","Consumer","East","Same Day",-802
"Furniture","Tables","profit_ratio","Consumer","East","Same Day",-1.5
"Furniture","Tables","quantity","Consumer","East","Same Day",28
"Furniture","Tables","sales","Consumer","East","Same Day",3482
"Furniture","Tables","discount","Consumer","East","Second Class",2.5
"Furniture","Tables","number_of_records","Consumer","East","Second Class",7
"Furniture","Tables","profit","Consumer","East","Second Class",-269
"Furniture","Tables","profit_ratio","Consumer","East","Second Class",-1.24
"Furniture","Tables","quantity","Consumer","East","Second Class",11
"Furniture","Tables","sales","Consumer","East","Second Class",1722
"Furniture","Tables","discount","Consumer","East","Standard Class",5.8
"Furniture","Tables","number_of_records","Consumer","East","Standard Class",16
"Furniture","Tables","profit","Consumer","East","Standard Class",-2161
"Furniture","Tables","profit_ratio","Consumer","East","Standard Class",-4.59
"Furniture","Tables","quantity","Consumer","East","Standard Class",50
"Furniture","Tables","sales","Consumer","East","Standard Class",7137
"Furniture","Tables","discount","Consumer","South","First Class",0.4
"Furniture","Tables","number_of_records","Consumer","South","First Class",3
"Furniture","Tables","profit","Consumer","South","First Class",363
"Furniture","Tables","profit_ratio","Consumer","South","First Class",0
"Furniture","Tables","quantity","Consumer","South","First Class",14
"Furniture","Tables","sales","Consumer","South","First Class",2933
"Furniture","Tables","discount","Consumer","South","Second Class",1.25
"Furniture","Tables","number_of_records","Consumer","South","Second Class",7
"Furniture","Tables","profit","Consumer","South","Second Class",-1583
"Furniture","Tables","profit_ratio","Consumer","South","Second Class",-0.75
"Furniture","Tables","quantity","Consumer","South","Second Class",32
"Furniture","Tables","sales","Consumer","South","Second Class",7324
"Furniture","Tables","discount","Consumer","South","Standard Class",3.85
"Furniture","Tables","number_of_records","Consumer","South","Standard Class",17
"Furniture","Tables","profit","Consumer","South","Standard Class",-1358
"Furniture","Tables","profit_ratio","Consumer","South","Standard Class",-1.88
"Furniture","Tables","quantity","Consumer","South","Standard Class",73
"Furniture","Tables","sales","Consumer","South","Standard Class",14154
"Furniture","Tables","discount","Consumer","West","First Class",1.6
"Furniture","Tables","number_of_records","Consumer","West","First Class",6
"Furniture","Tables","profit","Consumer","West","First Class",-16
"Furniture","Tables","profit_ratio","Consumer","West","First Class",-0.93
"Furniture","Tables","quantity","Consumer","West","First Class",17
"Furniture","Tables","sales","Consumer","West","First Class",2989
"Furniture","Tables","discount","Consumer","West","Same Day",0.8
"Furniture","Tables","number_of_records","Consumer","West","Same Day",4
"Furniture","Tables","profit","Consumer","West","Same Day",106
"Furniture","Tables","profit_ratio","Consumer","West","Same Day",0.04000000000000001
"Furniture","Tables","quantity","Consumer","West","Same Day",12
"Furniture","Tables","sales","Consumer","West","Same Day",1473
"Furniture","Tables","discount","Consumer","West","Second Class",2.9000000000000004
"Furniture","Tables","number_of_records","Consumer","West","Second Class",16
"Furniture","Tables","profit","Consumer","West","Second Class",948
"Furniture","Tables","profit_ratio","Consumer","West","Second Class",-0.75
"Furniture","Tables","quantity","Consumer","West","Second Class",81
"Furniture","Tables","sales","Consumer","West","Second Class",15151
"Furniture","Tables","discount","Consumer","West","Standard Class",6.4
"Furniture","Tables","number_of_records","Consumer","West","Standard Class",31
"Furniture","Tables","profit","Consumer","West","Standard Class",-519
"Furniture","Tables","profit_ratio","Consumer","West","Standard Class",-1.8000000000000003
"Furniture","Tables","quantity","Consumer","West","Standard Class",116
"Furniture","Tables","sales","Consumer","West","Standard Class",20999
"Furniture","Tables","discount","Corporate","Central","First Class",0.6
"Furniture","Tables","number_of_records","Corporate","Central","First Class",3
"Furniture","Tables","profit","Corporate","Central","First Class",-82
"Furniture","Tables","profit_ratio","Corporate","Central","First Class",-0.24
"Furniture","Tables","quantity","Corporate","Central","First Class",9
"Furniture","Tables","sales","Corporate","Central","First Class",1057
"Furniture","Tables","discount","Corporate","Central","Standard Class",2.5
"Furniture","Tables","number_of_records","Corporate","Central","Standard Class",13
"Furniture","Tables","profit","Corporate","Central","Standard Class",787
"Furniture","Tables","profit_ratio","Corporate","Central","Standard Class",-0.8300000000000001
"Furniture","Tables","quantity","Corporate","Central","Standard Class",57
"Furniture","Tables","sales","Corporate","Central","Standard Class",11505
"Furniture","Tables","discount","Corporate","East","First Class",0.8999999999999999
"Furniture","Tables","number_of_records","Corporate","East","First Class",3
"Furniture","Tables","profit","Corporate","East","First Class",-179
"Furniture","Tables","profit_ratio","Corporate","East","First Class",-0.45
"Furniture","Tables","quantity","Corporate","East","First Class",11
"Furniture","Tables","sales","Corporate","East","First Class",1079
"Furniture","Tables","discount","Corporate","East","Same Day",0.4
"Furniture","Tables","number_of_records","Corporate","East","Same Day",1
"Furniture","Tables","profit","Corporate","East","Same Day",-148
"Furniture","Tables","profit_ratio","Corporate","East","Same Day",-0.45
"Furniture","Tables","quantity","Corporate","East","Same Day",3
"Furniture","Tables","sales","Corporate","East","Same Day",329
"Furniture","Tables","discount","Corporate","East","Second Class",2
"Furniture","Tables","number_of_records","Corporate","East","Second Class",5
"Furniture","Tables","profit","Corporate","East","Second Class",-1216
"Furniture","Tables","profit_ratio","Corporate","East","Second Class",-1.6600000000000001
"Furniture","Tables","quantity","Corporate","East","Second Class",21
"Furniture","Tables","sales","Corporate","East","Second Class",3621
"Furniture","Tables","discount","Corporate","East","Standard Class",8.9
"Furniture","Tables","number_of_records","Corporate","East","Standard Class",23
"Furniture","Tables","profit","Corporate","East","Standard Class",-3758
"Furniture","Tables","profit_ratio","Corporate","East","Standard Class",-6.75
"Furniture","Tables","quantity","Corporate","East","Standard Class",74
"Furniture","Tables","sales","Corporate","East","Standard Class",12523
"Furniture","Tables","discount","Corporate","South","First Class",0.8
"Furniture","Tables","number_of_records","Corporate","South","First Class",4
"Furniture","Tables","profit","Corporate","South","First Class",118
"Furniture","Tables","profit_ratio","Corporate","South","First Class",-0.39
"Furniture","Tables","quantity","Corporate","South","First Class",12
"Furniture","Tables","sales","Corporate","South","First Class",2929
"Furniture","Tables","discount","Corporate","South","Same Day",0.4
"Furniture","Tables","number_of_records","Corporate","South","Same Day",1
"Furniture","Tables","profit","Corporate","South","Same Day",-200
"Furniture","Tables","profit_ratio","Corporate","South","Same Day",-0.32
"Furniture","Tables","quantity","Corporate","South","Same Day",4
"Furniture","Tables","sales","Corporate","South","Same Day",630
"Furniture","Tables","discount","Corporate","South","Second Class",0.8
"Furniture","Tables","number_of_records","Corporate","South","Second Class",2
"Furniture","Tables","profit","Corporate","South","Second Class",-321
"Furniture","Tables","profit_ratio","Corporate","South","Second Class",-0.7
"Furniture","Tables","quantity","Corporate","South","Second Class",13
"Furniture","Tables","sales","Corporate","South","Second Class",956
"Furniture","Tables","discount","Corporate","South","Standard Class",2.15
"Furniture","Tables","number_of_records","Corporate","South","Standard Class",9
"Furniture","Tables","profit","Corporate","South","Standard Class",-986
"Furniture","Tables","profit_ratio","Corporate","South","Standard Class",-1.49
"Furniture","Tables","quantity","Corporate","South","Standard Class",50
"Furniture","Tables","sales","Corporate","South","Standard Class",8105
"Furniture","Tables","discount","Corporate","West","First Class",0.8
"Furniture","Tables","number_of_records","Corporate","West","First Class",6
"Furniture","Tables","profit","Corporate","West","First Class",438
"Furniture","Tables","profit_ratio","Corporate","West","First Class",0.44
"Furniture","Tables","quantity","Corporate","West","First Class",19
"Furniture","Tables","sales","Corporate","West","First Class",3888
"Furniture","Tables","discount","Corporate","West","Same Day",0.6000000000000001
"Furniture","Tables","number_of_records","Corporate","West","Same Day",4
"Furniture","Tables","profit","Corporate","West","Same Day",83
"Furniture","Tables","profit_ratio","Corporate","West","Same Day",0.13
"Furniture","Tables","quantity","Corporate","West","Same Day",28
"Furniture","Tables","sales","Corporate","West","Same Day",2544
"Furniture","Tables","discount","Corporate","West","Second Class",1.2000000000000002
"Furniture","Tables","number_of_records","Corporate","West","Second Class",6
"Furniture","Tables","profit","Corporate","West","Second Class",-75
"Furniture","Tables","profit_ratio","Corporate","West","Second Class",-0.08
"Furniture","Tables","quantity","Corporate","West","Second Class",12
"Furniture","Tables","sales","Corporate","West","Second Class",1970
"Furniture","Tables","discount","Corporate","West","Standard Class",5.5
"Furniture","Tables","number_of_records","Corporate","West","Standard Class",26
"Furniture","Tables","profit","Corporate","West","Standard Class",626
"Furniture","Tables","profit_ratio","Corporate","West","Standard Class",-2.1100000000000003
"Furniture","Tables","quantity","Corporate","West","Standard Class",106
"Furniture","Tables","sales","Corporate","West","Standard Class",19732
"Furniture","Tables","discount","Home Office","Central","First Class",1.1
"Furniture","Tables","number_of_records","Home Office","Central","First Class",3
"Furniture","Tables","profit","Home Office","Central","First Class",-553
"Furniture","Tables","profit_ratio","Home Office","Central","First Class",-0.78
"Furniture","Tables","quantity","Home Office","Central","First Class",14
"Furniture","Tables","sales","Home Office","Central","First Class",1295
"Furniture","Tables","discount","Home Office","Central","Same Day",0
"Furniture","Tables","number_of_records","Home Office","Central","Same Day",1
"Furniture","Tables","profit","Home Office","Central","Same Day",63
"Furniture","Tables","profit_ratio","Home Office","Central","Same Day",0.24
"Furniture","Tables","quantity","Home Office","Central","Same Day",1
"Furniture","Tables","sales","Home Office","Central","Same Day",262
"Furniture","Tables","discount","Home Office","Central","Second Class",0
"Furniture","Tables","number_of_records","Home Office","Central","Second Class",2
"Furniture","Tables","profit","Home Office","Central","Second Class",147
"Furniture","Tables","profit_ratio","Home Office","Central","Second Class",0.34
"Furniture","Tables","quantity","Home Office","Central","Second Class",6
"Furniture","Tables","sales","Home Office","Central","Second Class",868
"Furniture","Tables","discount","Home Office","Central","Standard Class",1.6
"Furniture","Tables","number_of_records","Home Office","Central","Standard Class",8
"Furniture","Tables","profit","Home Office","Central","Standard Class",39
"Furniture","Tables","profit_ratio","Home Office","Central","Standard Class",-0.5900000000000001
"Furniture","Tables","quantity","Home Office","Central","Standard Class",24
"Furniture","Tables","sales","Home Office","Central","Standard Class",3332
"Furniture","Tables","discount","Home Office","East","First Class",1.2000000000000002
"Furniture","Tables","number_of_records","Home Office","East","First Class",3
"Furniture","Tables","profit","Home Office","East","First Class",-226
"Furniture","Tables","profit_ratio","Home Office","East","First Class",-0.73
"Furniture","Tables","quantity","Home Office","East","First Class",10
"Furniture","Tables","sales","Home Office","East","First Class",926
"Furniture","Tables","discount","Home Office","East","Same Day",0.8
"Furniture","Tables","number_of_records","Home Office","East","Same Day",2
"Furniture","Tables","profit","Home Office","East","Same Day",-218
"Furniture","Tables","profit_ratio","Home Office","East","Same Day",-0.92
"Furniture","Tables","quantity","Home Office","East","Same Day",5
"Furniture","Tables","sales","Home Office","East","Same Day",424
"Furniture","Tables","discount","Home Office","East","Second Class",1.4
"Furniture","Tables","number_of_records","Home Office","East","Second Class",4
"Furniture","Tables","profit","Home Office","East","Second Class",-549
"Furniture","Tables","profit_ratio","Home Office","East","Second Class",-1
"Furniture","Tables","quantity","Home Office","East","Second Class",19
"Furniture","Tables","sales","Home Office","East","Second Class",2529
"Furniture","Tables","discount","Home Office","East","Standard Class",2.3000000000000003
"Furniture","Tables","number_of_records","Home Office","East","Standard Class",6
"Furniture","Tables","profit","Home Office","East","Standard Class",-1023
"Furniture","Tables","profit_ratio","Home Office","East","Standard Class",-1.71
"Furniture","Tables","quantity","Home Office","East","Standard Class",22
"Furniture","Tables","sales","Home Office","East","Standard Class",3627
"Furniture","Tables","discount","Home Office","South","First Class",0.4
"Furniture","Tables","number_of_records","Home Office","South","First Class",4
"Furniture","Tables","profit","Home Office","South","First Class",-339
"Furniture","Tables","profit_ratio","Home Office","South","First Class",0.18000000000000005
"Furniture","Tables","quantity","Home Office","South","First Class",18
"Furniture","Tables","sales","Home Office","South","First Class",5425
"Furniture","Tables","discount","Home Office","South","Standard Class",1.3
"Furniture","Tables","number_of_records","Home Office","South","Standard Class",4
"Furniture","Tables","profit","Home Office","South","Standard Class",-318
"Furniture","Tables","profit_ratio","Home Office","South","Standard Class",-0.92
"Furniture","Tables","quantity","Home Office","South","Standard Class",11
"Furniture","Tables","sales","Home Office","South","Standard Class",1463
"Furniture","Tables","discount","Home Office","West","First Class",0.9
"Furniture","Tables","number_of_records","Home Office","West","First Class",4
"Furniture","Tables","profit","Home Office","West","First Class",-188
"Furniture","Tables","profit_ratio","Home Office","West","First Class",-0.48
"Furniture","Tables","quantity","Home Office","West","First Class",21
"Furniture","Tables","sales","Home Office","West","First Class",3011
"Furniture","Tables","discount","Home Office","West","Second Class",0.4
"Furniture","Tables","number_of_records","Home Office","West","Second Class",5
"Furniture","Tables","profit","Home Office","West","Second Class",923
"Furniture","Tables","profit_ratio","Home Office","West","Second Class",0.62
"Furniture","Tables","quantity","Home Office","West","Second Class",30
"Furniture","Tables","sales","Home Office","West","Second Class",5981
"Furniture","Tables","discount","Home Office","West","Standard Class",2.1
"Furniture","Tables","number_of_records","Home Office","West","Standard Class",8
"Furniture","Tables","profit","Home Office","West","Standard Class",-849
"Furniture","Tables","profit_ratio","Home Office","West","Standard Class",-1.38
"Furniture","Tables","quantity","Home Office","West","Standard Class",39
"Furniture","Tables","sales","Home Office","West","Standard Class",7017
